x,y
1370.6676809189087,-435.69848632326074
1369.4026480735517,-397.75920787474456
1373.5766997209726,-363.06695316930274
1149.9267964457238,-211.6929977965138
1055.3118629989428,-137.64059834838199
1053.9270403462085,-110.94077756659675
1054.1125999540016,-84.57468071601073
1054.1073685749393,-58.87034920923242
1054.2617361911848,-32.08978191182938
1054.9799982166076,-6.496411539215024
1055.8215188692066,19.414435163601667
1057.0741293181125,44.252515480531294
1059.123476474053,70.99092605056161
1064.0330194835785,97.6011447097762
1066.2836895009318,124.26320253510393
1060.6006695989718,148.88659995517622
1055.2987286484238,175.24170683093817
1053.7069433318773,202.56030601821317
1054.6316403180829,322.1950740467482
1053.8564940824058,350.1381725552641
1052.0604061775318,379.75143416920315
1053.942704215344,408.94379348664523
1056.1884227627206,438.2445272014207
1056.0553319184723,469.57981049717733
1053.6529188509544,500.5374877038324
1053.4682286444693,532.1604586369455
1055.2925728105072,566.006922016843
1056.6257083091587,599.8058957197477
1058.048920773539,635.0499832689936
1058.7966309801113,670.9783485516992
1059.423444719261,707.1499326728208
1059.331300302862,744.442582539881
1060.6106682200077,785.8148703466412
1065.232703700352,827.6957695719109
1065.3743760278817,872.0194959994883
1065.557658917514,914.2225525123666
1065.7159213498894,960.2290481866065
1067.4306523870473,1010.3251282852278
1070.0851894211223,1063.2450034594851
1072.7776232989863,1117.7315122376115
1073.6917741332359,1175.0974583661664
1077.7145008675177,1235.844455067011
1080.105684529662,1301.7465038350247
1086.2804431853085,2387.4932039176847
1016.1636505004068,2385.322619249163
947.247357343674,2387.9873207379947
763.3378121812996,2243.177575336885
703.0208204448733,2249.4515528281595
642.5842049482012,2246.1410467847045
581.2975271643021,2238.2469557474365
522.6093193871228,2236.5017464311823
467.2063137157922,2250.0049467554736
410.3018857330054,2259.2955594751074
353.5213566696588,2248.8830339478404
295.6000775890169,2255.9661248851603
243.0180173643669,2254.439729342147
186.79068156096568,2249.758985154185
131.653659946062,2255.911650823854
75.25871724836693,2247.240168624202
20.03911756880469,2243.1604927572757
-34.366810831400684,2240.486439328138
-89.78389841979602,2219.6849104286275
-210.32823083546887,2372.4449620199034
-267.4662489901952,2351.839876703156
-359.7212628752373,2200.288813550495
-491.14274958072775,2291.456098103187
-539.2866678839603,2240.253992819255
-589.1061613862361,2217.3265418329283
-760.6967187926896,2389.329770462427
-1241.6167641027118,2391.102438959718
-1316.2291810601846,2392.600322959444
-1391.1826911749931,2386.6329776015214
-1465.8840225979977,2384.4464834195614
-1734.9368913751573,2404.1082640857726
-1812.1205024137832,2386.78232087294
-1827.5762569654507,2066.559117827543
-1831.9950727182468,1970.7687880713115
-1834.9334074783214,1880.2824129954513
-1837.8399597512919,1791.0844047228397
-1836.805854341127,1703.2819066314778
-1391.9900669178876,798.4899599255676
-1393.5652276398098,754.0664468819741
-1393.5022570081642,712.3036288782702
-1392.8586238254877,667.9801019004743
-1391.8415180482318,623.2192139505916
-1391.4093148687757,583.3581069946694
-1391.2503097539427,543.106642943684
-1391.4091598758312,502.8924336412642
-1391.1113533439657,464.93522677629034
-1390.0241794561953,425.7015891761868
-1533.6502067957986,391.1708139613748
-1783.140889585236,230.67849463955795
-1785.7785104481236,186.58874998691851
-1788.7839858502743,143.1156943371518
-1785.7935308760893,98.355046037859
-1785.435259234814,53.94439341685118
-1786.2213812019677,10.111371664362853
-1393.6511415736502,-100.22004834593594
-1396.4952178535364,-134.94482766006234
-1397.633617020473,-170.54111696089558
-1396.4341301308025,-205.67928968622257
-1397.1906616309034,-240.56873768509152
-1398.694611505225,-275.1429333023973
-1398.34331930112,-312.1033865018548
-1398.2152678299694,-347.4976651823242
-1397.4623922855103,-383.95888405877315
-1398.1508901181596,-421.3124149153429
-1398.79152437648,-459.2410411020809
-1399.1124770583772,-497.70400494628547
-1207.5414543708619,-607.5127146619266
-1207.394004286983,-644.1987025847263
-1206.0187077677135,-682.0037584312088
-1206.0266722424938,-720.2931544445612
-1206.7993946646873,-761.0852669293662
-1207.7377698017096,-803.7692715539656
-1208.959831615244,-847.6251385729668
-1209.842299919783,-891.7906757332742
-1209.913957174524,-938.5279850565372
-1209.2570199825134,-985.9399181101306
-1212.6908689266115,-1037.5918544504964
-1219.4361834465901,-1095.1239174181226
-1224.2823153917818,-1153.732150336003
-1225.6757472150625,-1214.524274227896
-1226.8534728305399,-1276.1722527557333
-1123.2058104607522,-1288.7198909566052
-1006.0560544382832,-1279.9356293689436
-956.9856439596185,-1281.0072120230996
-917.5459082141659,-1295.4789679186001
-883.1856701212441,-1313.4232503623837
-865.6065241127557,-1429.3237370915776
-878.7194271583113,-1622.874738953863
-853.6372969100436,-1773.7800357778622
-816.0414164639851,-1809.228832711731
-762.052014237699,-1809.316802026739
-711.646522236746,-1809.8651303034558
-651.9428720068372,-1791.5671189323264
-597.0339310908126,-1770.2848775341924
-548.0003721776227,-1770.3759924358403
-502.49068950973435,-1774.7347286160914
-456.0617542778359,-1777.9392358247294
-409.59613362799763,-1776.902714646189
-362.8234693065842,-1774.0278161912609
-318.7366167718318,-1777.142993438864
-274.5602329557141,-1778.1780678490284
-229.32802883695092,-1776.5092788076731
-186.16406344580258,-1777.0251838343054
-140.39736515660303,-1779.2192507830741
-96.98628100077808,-1778.6076643817876
-53.33778061796437,-1781.4516955726726
-9.139695206456608,-1786.7266238771765
32.77658196348567,-1787.199470029798
77.2540018227736,-1789.082832543638
120.70031823589864,-1787.4293505416522
163.78491086955833,-1786.5079073352715
208.76654778273976,-1796.4099695021948
254.27772602083266,-1811.9955575413737
301.491881431248,-1819.1862591364982
347.1721070148437,-1817.1327766871837
386.42201892919934,-1174.8313009903513
419.76703519891146,-1179.0029203357876
453.78852387142985,-1184.8217326258784
489.25385913190416,-1185.5112447060715
520.7082906740663,-1184.0629738418866
555.5584412072868,-1183.600890673596
592.1486978411864,-1185.0411309929236
630.8419845956306,-1187.0326250661547
669.1871384344171,-1187.1293679519333
705.0967687625676,-1182.7795849948486
745.9595816196312,-1183.530862542192
787.2869621652195,-1185.0724879536529
827.1753704486271,-1181.162523331644
870.332127725024,-1179.3833346073839
917.8420621205972,-1183.2464658735346
966.8318779271267,-1185.1609046133378
1014.0249968541121,-1185.1469817094494
1064.1988456214146,-1183.7013472485567
1116.3545892164839,-1184.619134420551
1156.0006870647233,-1164.7074360138206
1194.7577099149505,-1149.2123724963906
1255.898493459701,-1151.2962419054677
1317.6819338322568,-1149.713392003452
1382.6243384188294,-1147.8497021874832
1452.2504930631358,-1147.276805264483
1304.1818559899957,-875.4228972368098
1324.5827677867594,-844.2369654204723
1327.3660579311295,-798.9210916932742
1330.677054812959,-755.6213590776194
1335.232913337518,-716.86352755612
1337.88339167295,-676.0688058812386
1342.1722027128626,-636.0356442565954
1348.923442498451,-599.1506874552744
1352.4465995956327,-561.8259919603313
1357.110375876992,-524.6679213435957
1362.446511694165,-487.3894774945402
1367.9483865256036,-451.3950174758217
1371.939035762654,-417.29999059506287
1371.3749214096467,-379.8155143338478
1057.2894897570466,-150.87390380474724
1053.7217038007645,-124.062770157746
1053.096440428465,-96.40610539222365
1052.900201963304,-70.3827195100736
1053.56103433891,-44.49041382956565
1055.0590641369106,-20.07320807809428
1055.9769226543158,6.981319468502469
1056.7547504550123,32.35675958381404
1058.605804355156,59.02383828228701
1062.1640937453928,84.24777716965694
1056.2562096858178,162.93981097371514
1054.594424087192,189.58599812276162
1053.9639363152082,215.4021435523606
1053.6086393831356,241.80536598102555
1053.3605416638857,270.34758971658175
1054.3500352605151,297.43277080064786
1054.676923313448,326.3013751581186
1053.8458522098274,353.328699344028
1051.8560784404376,383.248014016908
1053.7626619462765,412.8465995837891
1056.6920759618404,443.52886783100837
1056.1397696309066,473.0711886217292
1054.7259851746862,503.51728738672693
1054.9099505083177,536.5046563810406
1056.475812949523,569.6129555695205
1057.209124809121,604.3375951571543
1059.3639765624469,638.1994419159261
1059.860771934288,674.8980620174094
1060.1621000268146,710.9912599088223
1060.56326512513,750.0710370805709
1064.0924941617513,792.4473019504976
1066.425865252365,834.7029030863285
1066.6133624468423,878.3900031021763
1065.1499347958008,921.9718970253385
1065.0820532681223,966.521227033406
1069.1024058669404,1018.0049647568127
1073.3170745839345,1073.4591083998425
1074.4622761211817,1126.8450724001457
1073.369143010433,1182.4921491633884
1075.5816121599496,1244.3177882210814
1079.536118739351,1309.031065650154
1080.2868700048966,1448.5265888118947
1145.5922022119062,2383.7619572287995
1075.0358701231053,2385.175452759955
1006.688857214044,2390.15057993447
936.0348459007054,2384.3491810680002
754.3941816076543,2246.9923189135557
694.083188707145,2248.824309979355
633.3229765502455,2248.5101750656004
574.8531264288607,2248.685145376063
515.1858917512812,2243.353864070588
456.4672371464029,2241.2385468557177
400.7548840739424,2245.011307965036
342.75260599170764,2248.273496171205
289.1379463659637,2249.493998207435
233.24602465260512,2244.161392254077
176.56094520510146,2245.318751342063
120.69771518199282,2247.261068845773
66.50050618504886,2241.51375919871
10.86306856724886,2243.2236973251916
-43.04980316184874,2247.087662831098
-99.65103244421638,2250.7951198927017
-220.0292261855065,2378.594900802616
-277.0259261616392,2350.2295390523636
-368.6735696644624,2191.2014510379604
-501.6001140798021,2288.4219208998875
-548.549050203037,2241.0927026835247
-599.1016720320941,2215.9416591075565
-770.0828070563931,2389.4733144097145
-1255.174839609068,2391.6390032804597
-1328.5995916058248,2390.3306649258457
-1401.4249775259598,2383.24371285573
-1477.5821734726442,2378.6868190528694
-1744.5440979928999,2398.0734225953424
-1813.8134091306433,2368.829492989707
-1836.8042490935263,2057.691233643174
-1837.6907103308129,1958.6081577650575
-1836.7708311944778,1863.773987417237
-1839.6492305820332,1776.293407891538
-1840.9092947552836,1690.3560367519042
-1299.6796140258166,916.8004967743552
-1369.3587484524126,823.6872088583395
-1391.9806254384148,789.9304959324459
-1393.332763883699,746.5884887863004
-1394.4014241808009,702.2437117856978
-1394.2211109165696,659.3046006016995
-1392.9472664161813,616.4320526089535
-1395.5775468246663,575.2856340973987
-1394.3377750183704,535.1302824143108
-1392.1772900676294,496.31279755810425
-1392.6763319755808,457.0292078795856
-1392.7009342210067,419.46913810188113
-1418.486732785663,389.53355299775563
-1775.0691302184937,310.37651803150356
-1781.060409743621,265.56426593931087
-1785.056486573455,221.52855852470324
-1784.7793524681006,176.64912398182835
-1783.5182294500878,133.3978081499991
-1783.5567876111136,88.47738618610566
-1782.6795062219962,45.10366499631825
-1785.2499619194095,0.36873669018823263
-1393.0837997421775,-107.81970782698546
-1395.0311265834146,-142.10284431850494
-1396.6826759242845,-178.16145142252248
-1397.515721775984,-213.63255812012991
-1398.7682955787952,-247.522736902273
-1398.3983036461373,-283.0154533936369
-1397.1076605448068,-319.83706374811726
-1395.7177390457823,-355.3759353317684
-1396.2298541034002,-393.05526902765
-1398.582594841224,-430.19447684412336
-1399.6947258587147,-468.43427970559287
-1401.5901922412415,-506.3496771137111
-1414.4512030880862,-551.0460907062726
-1229.6090489626126,-588.652825703962
-1209.1097316092498,-616.5883711422132
-1207.034765874658,-651.2137314046054
-1207.2989558557251,-691.8825631490332
-1209.1543642990016,-731.5881941342938
-1208.3205162134495,-772.6801360185616
-1206.8753294216297,-812.2496548065951
-1208.281760990461,-855.532253078626
1053.4986426365367,330.0857615271745
1053.420012321055,357.7185033535561
1053.159569980117,387.68541713520096
1055.8585079782472,415.71669876245033
1057.3005098752508,447.23554400062477
1056.4846477580325,477.7870226906401
1055.4408071391279,507.81026488788746
1055.4933960716762,539.7628561220935
1056.7433816144612,572.7978922918912
1056.447465056133,608.1774030465705
1058.484636008446,642.0703040431536
1058.2975807795367,679.6626317638627
1060.0644335183172,715.6146985560658
1061.3271846707955,755.9058189210896
1064.0927055381042,797.0426362627019
1065.7779957010137,840.3837375744072
1065.714634115488,882.6190464362819
1064.3511806815065,925.943911196506
1066.749842177253,973.9738313809081
1069.8702900523892,1025.5250179606621
1073.6874103541902,1078.0341343607413
1073.9845553714874,1133.8519468270574
1071.7733183154191,1187.9823038021887
1081.797593141633,1321.409864490564
1081.6471763067336,1385.5412113999605
1084.0380662576563,1536.9066443360707
1139.745929149337,2383.5148870916487
1069.0797682320097,2382.6457351349973
1001.0259273282046,2387.9201526258594
750.3977619189644,2249.6478499771933
689.8342993098614,2250.654269206106
631.2935136228296,2255.83127685954
569.906031829173,2250.2019192474095
511.6301802749926,2250.833761327517
456.1836765336005,2256.0916461359207
395.40243901631163,2247.4832393635224
338.95089550160174,2244.5516903022444
283.4080366858143,2244.4275321876385
228.7845266798687,2243.8667274042523
172.88166797249514,2246.858735853024
117.70198178864267,2250.6744113671853
62.759859497347165,2242.62200337816
7.6836541134747325,2237.486806991153
-48.568516615097266,2242.474102234808
-102.1961408314567,2250.430739058449
-224.9821418204105,2381.396026674669
-280.09911037802686,2347.851089478512
-372.31509390096437,2190.3320600661255
-504.1764885531102,2284.7836070162653
-551.3585624127408,2236.283590726846
-601.8943716672197,2213.889389254875
-772.8315285077578,2386.4835382931856
-1261.1505084143585,2396.406350168144
-1332.0868998392914,2388.675258647886
-1403.4814795622967,2382.0332279432264
-1482.012486058307,2381.2311004325634
-1748.592464857229,2397.9083498633804
-1816.9594569005112,2367.3627509276644
-1839.1849641198316,2057.911239037178
-1838.3128755857476,1958.0242168971404
-1838.7300780233743,1862.5437612770756
-1840.0335719792422,1775.535258447241
-1841.7227341555486,1689.0998698995304
-1299.629098536119,917.7391820327792
-1370.048910255856,823.5097045613616
-1392.2336027069528,789.9912391878905
-1393.1459915780529,746.4077278203945
-1393.8266070219124,702.8288479834781
-1394.3887334655715,660.7034584322071
-1393.6608590067424,616.6728549827606
-1395.4371955669171,576.9359004502473
-1394.6236300201235,536.4773928969357
-1392.635075250683,497.26161090669814
-1392.5473762947302,459.02164140121266
-1390.4616381537026,419.9674782919768
-1413.0174461847735,389.62130239177236
-1783.995660683896,267.9094672851813
-1786.8728169043052,225.13670560011505
-1785.1931999988385,180.0508294285446
-1784.1991341831724,134.34661171766908
-1784.4619990057622,90.39323317792939
-1784.6306665171032,47.020704234627374
-1786.2491428154128,1.7499403426109237
-1397.9534903276092,-140.53838934915663
-1395.6762149731774,-176.16317849694124
-1397.721783219183,-210.60880018315328
-1400.1902886729792,-246.6580994126867
-1398.9386099450453,-281.60214062578484
-1397.2843954627788,-317.93917373644973
-1396.0390957222317,-353.0932500276005
-1394.1770077745966,-389.2643330600328
-1394.6002690932146,-426.1257466348793
-1397.6082367662018,-464.41767733718814
-1400.942906506175,-504.4600803929192
-1415.559354510439,-548.8850301820859
-1227.2252623505146,-585.5238833290326
-1209.47688116474,-613.1082073565916
-1206.791482799399,-649.0295675412852
-1205.4572389963423,-686.5387151875087
-1206.2331741596363,-726.7527723075905
-1208.908568191954,-767.5702402725627
-1207.7376788770866,-810.5183212121655
-1208.2117597109427,-852.5994992938874
-1207.9494687425622,-898.1289681691386
-1208.6272969839026,-943.438190601475
-1210.3857087695703,-992.458562614271
-1216.6255137831663,-1049.125640336679
-1225.0688132438302,-1107.546230555345
-1226.9753105155814,-1166.5250050406944
-1228.1484009432702,-1223.7404004773598
-1226.5977747458903,-1282.3057938683853
-1117.2380601143752,-1291.9145161472052
-1002.2658730818332,-1283.857344939659
-958.9321288531256,-1293.2707265894533
-913.9512245776192,-1298.0174918286234
-878.788327392287,-1313.9640931696217
-864.6059655999644,-1436.6443842332567
-883.1374951539623,-1638.6733703374766
-864.1305546383261,-1808.39609793885
-808.6912339233397,-1807.5974526081702
-757.0561351424125,-1808.7030078880373
-701.4276451543976,-1802.8559311861711
-643.1330541637277,-1781.1987360039404
-589.9630561360896,-1770.2823482130088
-543.1639225874375,-1772.1273100992005
-497.04083534739647,-1772.3743877908985
-450.37759516838094,-1772.165983132039
-404.20944431783386,-1773.777124563362
-357.95375999130664,-1775.271839946797
-313.0204434681173,-1776.3817901766004
-269.3676946564396,-1777.2020974204017
-224.04289872948877,-1778.1914525800892
-179.68238759166857,-1776.6871705760013
-136.28241740333888,-1777.5333091693956
-92.00380332591587,-1777.8710196956263
-48.33816545368099,-1779.3435367462273
-6.126319078633724,-1783.9894809708233
37.21208693065014,-1785.6122929085882
81.45150331138737,-1782.8904102911977
125.32157142998746,-1782.349591475903
167.73906551471995,-1785.8898813757382
214.26486187196184,-1796.014234761793
258.80576672832666,-1811.3543655530696
305.99337728633435,-1815.1387317659505
349.0666776551191,-1799.9651953720709
386.0486485645079,-1164.950215005567
421.1588906288633,-1176.6478875790604
458.67111144772963,-1184.8168894488736
490.6591969225763,-1186.0125642147696
525.0204341890291,-1184.0718332026836
559.0463680516668,-1184.1695015360935
594.5886940543434,-1184.9376976882584
633.1601816918394,-1185.7977259296617
672.4450521362907,-1186.7239156001792
709.1444552641125,-1182.1067598014001
748.5930487352052,-1181.8669330281352
791.1729799946648,-1185.1878820365832
832.7538147380756,-1184.8836004178568
875.0652125670122,-1183.6574140160023
921.6884608173127,-1183.4231623541145
969.2981221655538,-1184.1141046648888
1018.2959711032822,-1186.0960659806706
1070.0611959593164,-1187.5063313103294
1123.953490197087,-1186.7260854442302
1160.7071097818748,-1167.432254052374
1202.8639732264228,-1151.2355371139058
1262.5214443133182,-1152.204480614883
1322.2541304079616,-1149.7930583888062
1388.4764353896378,-1149.408299242565
1321.5803645101741,-932.1603417015526
1328.7183950223875,-888.656107124196
1326.0187530237913,-841.5132302163938
1329.1361843449115,-796.945459843426
1330.9284546985245,-755.6849201047999
1337.2925595306174,-714.6066559472074
1340.2789671772427,-673.5371483016387
1342.6677250805694,-634.4039565032429
1348.7543875679003,-597.6823274251449
1353.0056026918037,-559.8248847493198
1357.3294632686307,-523.4064296919664
